FIPS,State,Area_Name,Latitude,Longitude,DensityPerSquaremileOfLandarea-Population,Median_Household_Income_2018,Percent_of_adults_with_a_high_school_diploma_only_2014-18
35013,NM,Doña Ana County,32.350912,-106.832182,55,38409,22.6
35029,NM,Luna County,32.184482,-107.746639,8.5,30570,32.1
35035,NM,Otero County,32.588776,-105.781079,9.6,42701,27.2
35039,NM,Rio Arriba County,36.509669,-106.693983,6.9,41511,31.3
35043,NM,Sandoval County,35.685073,-106.882618,35.5,57036,25
35049,NM,Santa Fe County,35.513722,-105.966441,75.5,60187,22.9
35053,NM,Socorro County,33.991614,-106.939003,2.7,33989,36.4
36037,NY,Genesee County,43.00091,-78.192778,121.9,58925,36.6
36043,NY,Herkimer County,43.461635,-74.894694,45.7,53168,37
36053,NY,Madison County,42.910026,-75.663575,112.2,59114,34
36055,NY,Monroe County,43.464475,-77.664656,1132.6,60240,24
36063,NY,Niagara County,43.456731,-78.792143,414.4,55013,34.2
36065,NY,Oneida County,43.242727,-75.434282,193.7,54096,32.9
36067,NY,Onondaga County,43.00653,-76.196117,600,59786,25.3
36069,NY,Ontario County,42.856695,-77.303277,167.6,62930,26.8
36073,NY,Orleans County,43.502287,-78.229726,109.6,52658,38.8
36083,NY,Rensselaer County,42.710421,-73.513845,244.4,71084,29.1
36087,NY,Rockland County,41.154785,-74.024772,1795.9,88960,22.5
36091,NY,Saratoga County,43.106135,-73.855387,271.1,83210,24.5
36105,NY,Sullivan County,41.720176,-74.76468,80.1,51985,33.6
36109,NY,Tompkins County,42.453281,-76.473712,214,57383,19.4
36119,NY,Westchester County,41.15277,-73.745912,2204.7,94521,19.6
37003,NC,Alexander County,35.920951,-81.177467,143.1,49138,38.6
37007,NC,Anson County,34.974996,-80.109959,50.7,38023,41.5
37021,NC,Buncombe County,35.609371,-82.530426,362.9,53960,23.4
37023,NC,Burke County,35.746182,-81.70618,179.3,44946,30.5
37025,NC,Cabarrus County,35.387845,-80.552868,492.1,69297,25.2
37027,NC,Caldwell County,35.957857,-81.530076,176.1,43328,32.5
37035,NC,Catawba County,35.663182,-81.214151,387.1,53738,30.6
37037,NC,Chatham County,35.704994,-79.251454,93.1,73703,21.4
37045,NC,Cleveland County,35.33463,-81.557115,211.3,42728,34.7
37057,NC,Davidson County,35.795123,-80.206525,294.7,47758,33
37063,NC,Durham County,36.036589,-78.877919,935.7,59329,17.3
37067,NC,Forsyth County,36.131667,-80.257289,859.2,50112,25.6
37069,NC,Franklin County,36.088241,-78.28309,123.3,57710,29.5
37071,NC,Gaston County,35.293344,-81.177256,578.8,52798,30.8
37077,NC,Granville County,36.299884,-78.657634,112.7,58956,31.3
37079,NC,Greene County,35.481933,-77.681667,80.3,43591,32.5
37081,NC,Guilford County,36.079065,-79.788665,756.4,52166,23.8
37083,NC,Halifax County,36.251438,-77.644842,75.5,36760,37.8
37093,NC,Hoke County,35.017233,-79.241964,120.2,47892,27.8
37097,NC,Iredell County,35.806356,-80.874545,277.8,60044,28.1
37099,NC,Jackson County,35.286463,-83.130641,82.1,44502,26.7
37101,NC,Johnston County,35.513405,-78.367267,213.4,60296,29.3
37109,NC,Lincoln County,35.487825,-81.225176,262.7,62963,31.1
37117,NC,Martin County,35.841059,-77.112867,53.1,43569,34.5
37119,NC,Mecklenburg County,35.246862,-80.833832,1755.5,64509,17.4
37123,NC,Montgomery County,35.338071,-79.904196,56.5,47757,34.9
37125,NC,Moore County,35.310163,-79.480664,126.5,59471,22
37129,NC,New Hanover County,34.177466,-77.871378,1058.1,53419,21.6
37141,NC,Pender County,34.512581,-77.888029,60,54900,29
37149,NC,Polk County,35.278928,-82.167667,86.3,50467,26
37151,NC,Randolph County,35.709915,-79.806215,181.1,48372,33.8
37153,NC,Richmond County,35.001957,-79.747809,98.4,38514,34.9
37155,NC,Robeson County,34.63921,-79.100881,141.3,35407,34
37159,NC,Rowan County,35.639218,-80.525344,270.7,46864,32.8
37163,NC,Sampson County,34.990575,-78.371382,67.1,42807,33.3
37169,NC,Stokes County,36.404195,-80.239271,105.6,50826,41.1
37175,NC,Transylvania County,35.210095,-82.816696,87.4,51398,27
37179,NC,Union County,34.991501,-80.530131,318.7,80428,25
37181,NC,Vance County,36.365481,-78.405434,179.2,40263,37
37183,NC,Wake County,35.789846,-78.650624,1078.8,80169,15.4
37185,NC,Warren County,36.397979,-78.099924,48.9,38430,34.1
37189,NC,Watauga County,36.235371,-81.709919,163.4,48489,20.3
37195,NC,Wilson County,35.704125,-77.918982,220.6,44015,31.9
38003,ND,Barnes County,46.94255,-98.070195,7.4,54984,28.2
38073,ND,Ransom County,46.449276,-97.647554,6.3,61634,39.1
39017,OH,Butler County,39.439915,-84.565397,788.2,61053,32.8
39035,OH,Cuyahoga County,41.760392,-81.724217,2800,50006,28
39041,OH,Delaware County,40.278941,-83.007462,393.2,103536,18.8
39049,OH,Franklin County,39.969447,-83.008258,2186.1,60383,24.8
39055,OH,Geauga County,41.499322,-81.173505,233.4,84093,25.1
39057,OH,Greene County,39.687479,-83.894894,390.5,68380,24.4
39061,OH,Hamilton County,39.196927,-84.544187,1976.7,57300,26.4
39077,OH,Huron County,41.14508,-82.594641,121.3,55202,46.6
39085,OH,Lake County,41.924116,-81.392643,1011.2,65883,31.9
39113,OH,Montgomery County,39.755218,-84.290546,1159.5,51071,28.1
39129,OH,Pickaway County,39.648947,-83.052827,111.1,58742,41
39133,OH,Portage County,41.16864,-81.196932,331.2,63689,36.3
39155,OH,Trumbull County,41.308936,-80.767656,340.1,47424,44.9
39157,OH,Tuscarawas County,40.447441,-81.471157,163.1,51030,45.7
39165,OH,Warren County,39.425652,-84.169906,530,87391,25.9
